chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,accession,pref_name,target_chembl_id,organism,standard_value,standard_units,standard_relation,pchembl_value,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget
CHEMBL134713,221515,CHEMBL1912303,1,LITERATURE,Eur J Med Chem,2.1986237E7,10.1016/j.ejmech.2011.09.033,104282,P07510,Acetylcholine receptor; alpha1/beta1/delta/gamma,CHEMBL1907588,Homo sapiens,3900.0,nM,=,5.41,CHEMBL134713,P07510,chembl,false,true
CHEMBL471675,519270,CHEMBL1026539,1,LITERATURE,Bioorg Med Chem Lett,1.9081719E7,10.1016/j.bmcl.2008.11.074,104292,P06756,Integrin alpha-V/beta-3,CHEMBL1907598,Homo sapiens,2.0,nM,=,8.7,CHEMBL471675,P06756,chemicalProbes,false,false
CHEMBL182066,306619,CHEMBL1805126,1,LITERATURE,Eur J Med Chem,2.1453995E7,10.1016/j.ejmech.2011.03.013,104297,Q05586,Glutamate NMDA receptor; GRIN1/GRIN2B,CHEMBL1907603,Homo sapiens,69.91,nM,=,7.16,CHEMBL182066,Q05586,"eva,chembl",false,true
CHEMBL742,38833,CHEMBL4687811,1,LITERATURE,J Med Chem,3.2915563E7,10.1021/acs.jmedchem.0c01193,104298,Q12879,Glutamate NMDA receptor; GRIN1/GRIN2A,CHEMBL1907604,Homo sapiens,180.0,nM,=,6.75,CHEMBL742,Q12879,"uniprot_literature,impc,eva,orphanet,intogen,ot_genetics_portal,gene2phenotype,gene_burden,chembl,eva_somatic,uniprot_variants,cancer_gene_census",false,true
CHEMBL3301622,1763584,CHEMBL4815229,1,LITERATURE,Eur J Med Chem,3.3516985E7,10.1016/j.ejmech.2021.113215,104299,P24941,Cyclin-dependent kinase 2/cyclin E1,CHEMBL1907605,Homo sapiens,1485.0,nM,=,5.83,CHEMBL3301622,P24941,"impc,chembl",false,true
CHEMBL3544964,1926813,CHEMBL4324286,1,LITERATURE,J Med Chem,3.1710489E7,10.1021/acs.jmedchem.9b01295,104300,P28482,Mitogen-activated protein kinase; ERK1/ERK2,CHEMBL1907606,Homo sapiens,31.0,nM,=,7.51,CHEMBL3544964,P28482,"intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL300138,83217,CHEMBL1908448,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,104314,O60331,Phosphatidylinositol-4-phosphate 5-kinase type-1 gamma,CHEMBL1908383,Homo sapiens,6600.0,nM,=,5.18,CHEMBL300138,O60331,impc,false,false
CHEMBL180022,299120,CHEMBL1908455,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,104317,Q6XUX3,Dual serine/threonine and tyrosine protein kinase,CHEMBL1908386,Homo sapiens,6400.0,nM,=,5.19,CHEMBL180022,Q6XUX3,ot_genetics_portal,false,false
CHEMBL58150,89138,CHEMBL3119094,1,LITERATURE,Bioorg Med Chem,2.444048E7,10.1016/j.bmc.2013.12.064,104332,Q9Y2J8,Protein-arginine deiminase type-2,CHEMBL1909487,Homo sapiens,200.0,nM,=,6.7,CHEMBL58150,Q9Y2J8,chemicalProbes,false,false
CHEMBL1115,157330,CHEMBL654416,1,LITERATURE,J Med Chem,2738887.0,10.1021/jm00127a020,10532,P06276,Butyrylcholinesterase,CHEMBL1914,Homo sapiens,3500.0,nM,=,5.46,CHEMBL1115,P06276,chembl,false,true
CHEMBL30008,38764,CHEMBL1909090,15,DRUGMATRIX,,,,218,P18825,Alpha-2c adrenergic receptor,CHEMBL1916,Homo sapiens,222.0,nM,=,6.65,CHEMBL30008,P18825,chembl,false,true
CHEMBL556949,567040,CHEMBL1024527,1,LITERATURE,J Med Chem,1.935118E7,10.1021/jm801314f,12786,P30872,Somatostatin receptor 1,CHEMBL1917,Homo sapiens,14.0,nM,=,7.85,CHEMBL556949,P30872,chemicalProbes,false,false
CHEMBL940,88316,CHEMBL641407,1,LITERATURE,Bioorg Med Chem Lett,1.5050626E7,10.1016/j.bmcl.2004.01.087,150,P54289,Voltage-gated calcium channel alpha2/delta subunit 1,CHEMBL1919,Homo sapiens,27.0,nM,=,7.57,CHEMBL940,P54289,"eva,orphanet,ot_genetics_portal,chembl",false,true
CHEMBL2316141,1515225,CHEMBL3870270,1,LITERATURE,Bioorg Med Chem,2.8340987E7,10.1016/j.bmc.2016.10.022,149,P47989,Xanthine dehydrogenase,CHEMBL1929,Homo sapiens,49.4,nM,=,7.31,CHEMBL2316141,P47989,chemicalProbes,false,false
CHEMBL1464,394165,CHEMBL4434081,1,LITERATURE,Bioorg Med Chem Lett,3.1147103E7,10.1016/j.bmcl.2019.05.039,224,Q9BQB6,Vitamin k epoxide reductase complex subunit 1 isoform 1,CHEMBL1930,Homo sapiens,8.8,nM,=,8.06,CHEMBL1464,Q9BQB6,"impc,eva,ot_genetics_portal,chembl",false,true
CHEMBL101253,165012,CHEMBL1908490,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,238,P10721,Stem cell growth factor receptor,CHEMBL1936,Homo sapiens,210.0,nM,=,6.68,CHEMBL101253,P10721,"uniprot_literature,impc,eva,orphanet,intogen,ot_genetics_portal,clingen,chembl,uniprot_variants,eva_somatic,cancer_gene_census",false,true
CHEMBL1213492,685336,CHEMBL3598913,1,LITERATURE,Bioorg Med Chem,2.563712E7,10.1016/j.bmc.2014.12.066,11206,Q92769,Histone deacetylase 2,CHEMBL1937,Homo sapiens,3.0,nM,=,8.52,CHEMBL1213492,Q92769,chembl,false,true
CHEMBL45816,72035,CHEMBL4181844,1,LITERATURE,J Med Chem,2.9116786E7,10.1021/acs.jmedchem.7b01236,169,Q13936,Voltage-gated L-type calcium channel alpha-1C subunit,CHEMBL1940,Homo sapiens,250.0,nM,=,6.6,CHEMBL45816,Q13936,"uniprot_literature,impc,eva,orphanet,gene2phenotype,clingen,chembl",false,true
CHEMBL301265,88815,CHEMBL4406615,1,LITERATURE,J Med Chem,3.2342685E7,10.1021/acs.jmedchem.0c00424,216,P18089,Alpha-2b adrenergic receptor,CHEMBL1942,Homo sapiens,67.7,nM,=,7.17,CHEMBL301265,P18089,chembl,false,true
CHEMBL3319604,1784261,CHEMBL3371283,1,LITERATURE,J Med Chem,2.5006746E7,10.1021/jm500716s,104445,P28065,Proteasome subunit beta type-9,CHEMBL1944495,Homo sapiens,130.0,nM,=,6.89,CHEMBL3319604,P28065,chemicalProbes,false,false
CHEMBL209712,348905,CHEMBL866345,1,LITERATURE,J Med Chem,1.6759094E7,10.1021/jm0512544,11085,P49286,Melatonin receptor 1B,CHEMBL1946,Homo sapiens,7.5,nM,=,8.12,CHEMBL209712,P49286,chemicalProbes,false,false
CHEMBL1908371,1248742,CHEMBL1273258,1,LITERATURE,J Med Chem,2.0503967E7,10.1021/jm100146h,16,P01008,Antithrombin-III,CHEMBL1950,Homo sapiens,1.0,nM,=,9.0,CHEMBL1908371,P01008,"gene_burden,chembl",false,true
CHEMBL1917527,1264994,CHEMBL1920950,1,LITERATURE,Eur J Med Chem,2.2005185E7,10.1016/j.ejmech.2011.09.045,86,P21397,Monoamine oxidase A,CHEMBL1951,Homo sapiens,44.0,nM,=,7.36,CHEMBL1917527,P21397,chemicalProbes,false,false
CHEMBL1160200,641739,CHEMBL812564,1,LITERATURE,J Med Chem,3091832.0,10.1021/jm00159a032,28,P04818,Thymidylate synthase,CHEMBL1952,Homo sapiens,10.0,nM,=,8.0,CHEMBL1160200,P04818,chemicalProbes,false,false
CHEMBL502835,522730,CHEMBL1908497,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,234,P08069,Insulin-like growth factor I receptor,CHEMBL1957,Homo sapiens,62.0,nM,=,7.21,CHEMBL502835,P08069,"impc,chembl",false,true
CHEMBL779,44920,CHEMBL5033032,1,LITERATURE,J Med Chem,3.4115934E7,10.1021/acs.jmedchem.1c00733,104473,Q9Y466,Nuclear receptor subfamily 2 group E member 1,CHEMBL1961788,Homo sapiens,5000.0,nM,=,5.3,CHEMBL779,Q9Y466,impc,false,false
CHEMBL12,721,CHEMBL4403718,1,LITERATURE,J Med Chem,3.1738537E7,10.1021/acs.jmedchem.9b01312,74,P14867,GABA receptor alpha-1 subunit,CHEMBL1962,Homo sapiens,16.0,nM,=,7.8,CHEMBL12,P14867,"uniprot_literature,impc,eva,orphanet,gene2phenotype,clingen,chembl,uniprot_variants",false,true
CHEMBL43185,58424,CHEMBL5128114,1,LITERATURE,Eur J Med Chem,3.5151222E7,10.1016/j.ejmech.2022.114176,157,Q02127,Dihydroorotate dehydrogenase,CHEMBL1966,Homo sapiens,880.0,nM,=,6.06,CHEMBL43185,Q02127,"ot_genetics_portal,chembl",false,true
CHEMBL1159,187515,CHEMBL1006149,1,LITERATURE,Bioorg Med Chem,1.9101153E7,10.1016/j.bmc.2008.11.055,2,O60706,Sulfonylurea receptor 2,CHEMBL1971,Homo sapiens,3540.0,nM,=,5.45,CHEMBL1159,O60706,"impc,eva,chembl",false,true
CHEMBL1200606,674557,CHEMBL3636866,1,LITERATURE,Bioorg Med Chem Lett,2.6358159E7,10.1016/j.bmcl.2015.09.005,11480,Q14524,Sodium channel protein type V alpha subunit,CHEMBL1980,Homo sapiens,7800.0,nM,=,5.11,CHEMBL1200606,Q14524,"impc,chembl",false,true
CHEMBL1265,244450,CHEMBL4195063,1,LITERATURE,Bioorg Med Chem Lett,2.9706423E7,10.1016/j.bmcl.2018.04.036,240,P13631,Retinoic acid receptor gamma,CHEMBL2003,Homo sapiens,3.1,nM,=,8.51,CHEMBL1265,P13631,chembl,false,true
