chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,accession,pref_name,target_chembl_id,organism,standard_value,standard_units,standard_relation,pchembl_value,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget
CHEMBL2393130,1566719,CHEMBL4346396,1,LITERATURE,J Med Chem,3.2324999E7,10.1021/acs.jmedchem.0c00628,103454,O60885,Bromodomain-containing protein 4,CHEMBL1163125,Homo sapiens,1142.0,nM,=,5.94,CHEMBL2393130,O60885,chembl,false,true
CHEMBL601719,602271,CHEMBL1908498,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,103456,Q6ZN16,Mitogen-activated protein kinase kinase kinase 15,CHEMBL1163127,Homo sapiens,2800.0,nM,=,5.55,CHEMBL601719,Q6ZN16,impc,false,false
CHEMBL269732,924,CHEMBL1243914,1,LITERATURE,Nat Chem Biol,1.7643112E7,10.1038/nchembio.2007.16,103511,Q15393,Splicing factor 3B subunit 3,CHEMBL1250378,Homo sapiens,13.8,nM,=,7.86,CHEMBL269732,Q15393,impc,false,false
CHEMBL1499653,923537,CHEMBL4018391,1,LITERATURE,J Med Chem,2.8587461E7,10.1021/acs.jmedchem.6b01871,103512,Q15717,ELAV-like protein 1,CHEMBL1250379,Homo sapiens,2400.0,nM,=,5.62,CHEMBL1499653,Q15717,chemicalProbes,false,false
CHEMBL471737,448872,CHEMBL1250987,1,LITERATURE,J Med Chem,2.0795648E7,10.1021/jm1006758,103531,Q9Y3Q4,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,CHEMBL1250417,Homo sapiens,4280.0,nM,=,5.37,CHEMBL471737,Q9Y3Q4,"impc,eva,orphanet,ot_genetics_portal,clingen,chembl",false,true
CHEMBL3653256,1986083,CHEMBL5164643,1,LITERATURE,J Med Chem,3.5420431E7,10.1021/acs.jmedchem.2c00095,103537,O15151,Protein Mdm4,CHEMBL1255126,Homo sapiens,3000.0,nM,=,5.52,CHEMBL3653256,O15151,"impc,intogen,ot_genetics_portal,cancer_gene_census",false,false
CHEMBL2017214,1334936,CHEMBL4019560,1,LITERATURE,J Med Chem,2.8853885E7,10.1021/acs.jmedchem.7b00947,103593,P50053,Ketohexokinase,CHEMBL1275212,Homo sapiens,12.0,nM,=,7.92,CHEMBL2017214,P50053,chemicalProbes,true,false
CHEMBL3901808,2111179,CHEMBL5210294,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5210121,103590,Q96LA8,Protein arginine N-methyltransferase 6,CHEMBL1275221,Homo sapiens,56.0,nM,=,7.25,CHEMBL3901808,Q96LA8,chemicalProbes,true,false
CHEMBL1624,469690,CHEMBL3531466,1,LITERATURE,Drug Metab Dispos,2.1030469E7,10.1124/dmd.110.035030,103619,P22309,UDP-glucuronosyltransferase 1-1,CHEMBL1287617,Homo sapiens,5600.0,nM,=,5.25,CHEMBL1624,P22309,ot_genetics_portal,false,false
CHEMBL2426364,1581487,CHEMBL5210578,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5210307,103625,Q96JM7,Lethal(3)malignant brain tumor-like protein 3,CHEMBL1287623,Homo sapiens,40.0,nM,=,7.4,CHEMBL2426364,Q96JM7,chemicalProbes,true,false
CHEMBL2216774,1448122,CHEMBL3431933,21,SUPPLEMENTARY,,,10.6019/CHEMBL3431459,103641,P50416,"Carnitine O-palmitoyltransferase 1, liver isoform",CHEMBL1293194,Homo sapiens,19.6,nM,=,7.71,CHEMBL2216774,P50416,chemicalProbes,false,false
CHEMBL1412853,836737,CHEMBL4767806,1,LITERATURE,Eur J Med Chem,3.201468E7,10.1016/j.ejmech.2020.112089,103655,Q9Y239,Nucleotide-binding oligomerization domain-containing protein 1,CHEMBL1293222,Homo sapiens,771.0,nM,=,6.11,CHEMBL1412853,Q9Y239,chemicalProbes,false,false
CHEMBL1230640,692990,CHEMBL3791188,1,LITERATURE,J Med Chem,2.6710088E7,10.1021/acs.jmedchem.5b01758,103659,B2RXH2,Lysine-specific demethylase 4D-like,CHEMBL1293226,Homo sapiens,1400.0,nM,=,5.85,CHEMBL1230640,B2RXH2,chemicalProbes,true,false
CHEMBL3103021,1611088,CHEMBL3107150,1,LITERATURE,Bioorg Med Chem Lett,2.4360556E7,10.1016/j.bmcl.2013.11.081,103688,P15428,15-hydroxyprostaglandin dehydrogenase [NAD+],CHEMBL1293255,Homo sapiens,68.0,nM,=,7.17,CHEMBL3103021,P15428,chemicalProbes,false,false
CHEMBL1347128,771012,CHEMBL5052897,38,PATENT,,,,103690,P51570,Galactokinase,CHEMBL1293257,Homo sapiens,4212.9,nM,=,5.38,CHEMBL1347128,P51570,chemicalProbes,false,false
CHEMBL428647,8062,CHEMBL3993592,1,LITERATURE,J Med Chem,2.8075581E7,10.1021/acs.jmedchem.6b01704,103699,Q9HC29,Nucleotide-binding oligomerization domain-containing protein 2,CHEMBL1293266,Homo sapiens,7943.28,nM,=,5.1,CHEMBL428647,Q9HC29,"uniprot_literature,impc,eva,ot_genetics_portal,gene_burden,chembl,uniprot_variants",false,true
CHEMBL177880,294106,CHEMBL4042612,1,LITERATURE,J Med Chem,2.7976894E7,10.1021/acs.jmedchem.6b01431,103700,Q9HC97,G-protein coupled receptor 35,CHEMBL1293267,Homo sapiens,500.0,nM,=,6.3,CHEMBL177880,Q9HC97,chemicalProbes,true,false
CHEMBL2146753,1420246,CHEMBL4145001,1,LITERATURE,ACS Med Chem Lett,2.94568E7,10.1021/acsmedchemlett.7b00481,103725,P48048,ATP-sensitive inward rectifier potassium channel 1,CHEMBL1293292,Homo sapiens,794.33,nM,=,6.1,CHEMBL2146753,P48048,chemicalProbes,false,false
CHEMBL1972527,1293818,CHEMBL2319036,1,LITERATURE,Bioorg Med Chem Lett,2.3287738E7,10.1016/j.bmcl.2012.12.030,103726,P48145,Neuropeptides B/W receptor type 1,CHEMBL1293293,Homo sapiens,120.0,nM,=,6.92,CHEMBL1972527,P48145,chemicalProbes,false,false
CHEMBL3716980,2040458,CHEMBL3720768,38,PATENT,,,,103749,Q9HBX9,Relaxin receptor 1,CHEMBL1293316,Homo sapiens,199.9,nM,=,6.7,CHEMBL3716980,Q9HBX9,chemicalProbes,false,false
CHEMBL1550905,974789,CHEMBL2209152,1,LITERATURE,J Med Chem,2.1639134E7,10.1021/jm200502u,103753,Q9Y570,Protein phosphatase methylesterase 1,CHEMBL1293320,Homo sapiens,3500.0,nM,=,5.46,CHEMBL1550905,Q9Y570,chemicalProbes,false,false
CHEMBL3586089,1949305,CHEMBL4186851,1,LITERATURE,Bioorg Med Chem,2.9254892E7,10.1016/j.bmc.2017.11.045,103767,O00255,Menin,CHEMBL1615381,Homo sapiens,158.0,nM,=,6.8,CHEMBL3586089,O00255,chemicalProbes,false,false
CHEMBL2048846,1352282,CHEMBL2049718,1,LITERATURE,Bioorg Med Chem Lett,2.2727639E7,10.1016/j.bmcl.2012.05.126,103770,Q9H2X9,Solute carrier family 12 member 5,CHEMBL1615384,Homo sapiens,537.0,nM,=,6.27,CHEMBL2048846,Q9H2X9,chemicalProbes,false,false
CHEMBL2387541,1564319,CHEMBL5096635,1,LITERATURE,J Nat Prod,3.3356248E7,10.1021/acs.jnatprod.0c00965,103784,Q9H1D0,Transient receptor potential cation channel subfamily V member 6,CHEMBL1628465,Homo sapiens,9400.0,nM,=,5.03,CHEMBL2387541,Q9H1D0,ot_genetics_portal,false,false
CHEMBL2387541,1564319,CHEMBL5096608,1,LITERATURE,J Nat Prod,3.3356248E7,10.1021/acs.jnatprod.0c00965,103793,Q9NQA5,Transient receptor potential cation channel subfamily V member 5,CHEMBL1628474,Homo sapiens,4800.0,nM,=,5.32,CHEMBL2387541,Q9NQA5,ot_genetics_portal,false,false
CHEMBL177577,296748,CHEMBL4177825,1,LITERATURE,J Med Chem,2.7766867E7,10.1021/acs.jmedchem.6b00538,103794,Q6GMR7,Fatty-acid amide hydrolase 2,CHEMBL1628475,Homo sapiens,13.4,nM,=,7.87,CHEMBL177577,Q6GMR7,chemicalProbes,true,false
CHEMBL3819625,2091570,CHEMBL3820079,1,LITERATURE,Bioorg Med Chem,2.7369451E7,10.1016/j.bmc.2016.06.018,103800,P35414,Apelin receptor,CHEMBL1628481,Homo sapiens,3700.0,nM,=,5.43,CHEMBL3819625,P35414,chemicalProbes,false,false
CHEMBL1014,116349,CHEMBL3039489,1,LITERATURE,Mol Pharmacol,2.3571415E7,10.1124/mol.112.084152,103947,Q9Y6L6,Solute carrier organic anion transporter family member 1B1,CHEMBL1697668,Homo sapiens,724.44,nM,=,6.14,CHEMBL1014,Q9Y6L6,ot_genetics_portal,false,false
CHEMBL4296718,2334769,CHEMBL4650000,55,EUBOPEN_CGL,,,10.6019/CHEMBL4649998,104016,Q9UIF8,Bromodomain adjacent to zinc finger domain protein 2B,CHEMBL1741220,Homo sapiens,174.0,nM,=,6.76,CHEMBL4296718,Q9UIF8,chemicalProbes,true,false
CHEMBL1017,116949,CHEMBL3039492,1,LITERATURE,Mol Pharmacol,2.3571415E7,10.1124/mol.112.084152,104062,Q9NPD5,Solute carrier organic anion transporter family member 1B3,CHEMBL1743121,Homo sapiens,1258.93,nM,=,5.9,CHEMBL1017,Q9NPD5,impc,false,false
CHEMBL163,88100,CHEMBL2320300,1,LITERATURE,J Med Chem,2.3241029E7,10.1021/jm301302s,104068,Q86VL8,Multidrug and toxin extrusion protein 2,CHEMBL1743127,Homo sapiens,4400.0,nM,=,5.36,CHEMBL163,Q86VL8,impc,false,false
CHEMBL413965,151923,CHEMBL4028924,1,LITERATURE,Toxicol Sci,2.3956101E7,10.1093/toxsci/kft176,104069,O15439,Multidrug resistance-associated protein 4,CHEMBL1743128,Homo sapiens,8200.0,nM,=,5.09,CHEMBL413965,O15439,"impc,intogen",false,false
CHEMBL4585668,2456099,CHEMBL4312562,1,LITERATURE,J Med Chem,3.1282155E7,10.1021/acs.jmedchem.9b00719,104103,Q99814,Endothelial PAS domain-containing protein 1,CHEMBL1744522,Homo sapiens,9.0,nM,=,8.05,CHEMBL4585668,Q99814,"impc,intogen,ot_genetics_portal,chembl,cancer_gene_census",false,true
CHEMBL429910,441579,CHEMBL1763187,1,LITERATURE,Bioorg Med Chem Lett,2.1398124E7,10.1016/j.bmcl.2011.02.056,104105,Q8WWX8,Sodium/myo-inositol cotransporter 2,CHEMBL1744524,Homo sapiens,380.0,nM,=,6.42,CHEMBL429910,Q8WWX8,ot_genetics_portal,false,false
CHEMBL17289,18696,CHEMBL4036655,1,LITERATURE,Bioorg Med Chem Lett,2.8610984E7,10.1016/j.bmcl.2017.06.018,104106,P43490,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,Homo sapiens,3.0,nM,=,8.52,CHEMBL17289,P43490,"impc,chemicalProbes,chembl",false,true
CHEMBL3939958,2149329,CHEMBL4138808,1,LITERATURE,Eur J Med Chem,2.8478342E7,10.1016/j.ejmech.2017.04.047,104123,O95931,Chromobox protein homolog 7,CHEMBL1764946,Homo sapiens,97.0,nM,=,7.01,CHEMBL3939958,O95931,chemicalProbes,false,false
CHEMBL135970,221702,CHEMBL815520,1,LITERATURE,Bioorg Med Chem Lett,1.0743939E7,10.1016/s0960-894x(00)00004-4,62,P11387,DNA topoisomerase I,CHEMBL1781,Homo sapiens,30.0,nM,=,7.52,CHEMBL135970,P11387,chemicalProbes,false,false
CHEMBL413,923,CHEMBL1787264,1,LITERATURE,J Nat Prod,2.1539301E7,10.1021/np100918z,104160,Q53EL6,Programmed cell death protein 4,CHEMBL1781868,Homo sapiens,50.0,nM,=,7.3,CHEMBL413,Q53EL6,"impc,ot_genetics_portal",false,false
CHEMBL870,70674,CHEMBL2156000,1,LITERATURE,J Med Chem,2.1780776E7,10.1021/jm200587f,71,P14324,Farnesyl diphosphate synthase,CHEMBL1782,Homo sapiens,50.0,nM,=,7.3,CHEMBL870,P14324,"ot_genetics_portal,chembl",false,true
CHEMBL266481,40542,CHEMBL4052183,1,LITERATURE,J Med Chem,2.8448133E7,10.1021/acs.jmedchem.7b00174,11758,P43220,Glucagon-like peptide 1 receptor,CHEMBL1784,Homo sapiens,3.74,nM,=,8.43,CHEMBL266481,P43220,"impc,ot_genetics_portal,chembl",false,true
CHEMBL2165326,1428762,CHEMBL4426324,1,LITERATURE,Bioorg Med Chem Lett,2.7321813E7,10.1016/j.bmcl.2016.06.014,247,P24530,Endothelin receptor ET-B,CHEMBL1785,Homo sapiens,987.0,nM,=,6.01,CHEMBL2165326,P24530,"impc,chembl",false,true
CHEMBL1817709,1169899,CHEMBL1819841,1,LITERATURE,J Med Chem,2.1688787E7,10.1021/jm200278m,112,P30518,Vasopressin V2 receptor,CHEMBL1790,Homo sapiens,2630.27,nM,=,5.58,CHEMBL1817709,P30518,chembl,false,true
CHEMBL212432,352327,CHEMBL868533,1,LITERATURE,J Med Chem,1.6821771E7,10.1021/jm051134w,132,P37088,Amiloride-sensitive sodium channel alpha-subunit,CHEMBL1791,Homo sapiens,8.0,nM,=,8.1,CHEMBL212432,P37088,chembl,false,true
CHEMBL4060831,2200742,CHEMBL5048052,1,LITERATURE,J Med Chem,3.5041419E7,10.1021/acs.jmedchem.1c01900,104196,O14744,Protein arginine N-methyltransferase 5,CHEMBL1795116,Homo sapiens,60.0,nM,=,7.22,CHEMBL4060831,O14744,chemicalProbes,true,false
CHEMBL3087499,1604977,CHEMBL3090816,1,LITERATURE,J Med Chem,2.3879463E7,10.1021/jm4007752,104197,Q8TEK3,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",CHEMBL1795117,Homo sapiens,9.0,nM,=,8.05,CHEMBL3087499,Q8TEK3,chemicalProbes,true,false
CHEMBL1802973,1164063,CHEMBL1805281,1,LITERATURE,J Med Chem,2.1599001E7,10.1021/jm101440r,104202,Q05639,Elongation factor 1-alpha 2,CHEMBL1795122,Homo sapiens,4.54,nM,=,8.34,CHEMBL1802973,Q05639,chemicalProbes,false,false
CHEMBL4780617,2517208,CHEMBL4677784,1,LITERATURE,J Med Chem,3.3216538E7,10.1021/acs.jmedchem.0c01242,104264,Q86U86,Protein polybromo-1,CHEMBL1795184,Homo sapiens,3655.0,nM,=,5.44,CHEMBL4780617,Q86U86,chemicalProbes,true,false
CHEMBL4785363,2521954,CHEMBL5156593,1,LITERATURE,J Med Chem,3.4962793E7,10.1021/acs.jmedchem.1c01864,104265,Q58F21,Bromodomain testis-specific protein,CHEMBL1795185,Homo sapiens,1120.0,nM,=,5.95,CHEMBL4785363,Q58F21,chembl,false,true
CHEMBL4636881,2473439,CHEMBL5050325,1,LITERATURE,J Med Chem,3.5348328E7,10.1021/acs.jmedchem.1c02168,104266,Q15059,Bromodomain-containing protein 3,CHEMBL1795186,Homo sapiens,98.0,nM,=,7.01,CHEMBL4636881,Q15059,chemicalProbes,true,false
CHEMBL4455633,2362642,CHEMBL4406333,1,LITERATURE,J Med Chem,3.229812E7,10.1021/acs.jmedchem.0c00227,104274,P48426,Phosphatidylinositol-5-phosphate 4-kinase type-2 alpha,CHEMBL1795194,Homo sapiens,2000.0,nM,=,5.7,CHEMBL4455633,P48426,chemicalProbes,true,false
CHEMBL2158866,1425407,CHEMBL2161543,1,LITERATURE,Bioorg Med Chem Lett,2.3021994E7,10.1016/j.bmcl.2012.08.107,104275,Q96Q15,Serine/threonine-protein kinase SMG1,CHEMBL1795195,Homo sapiens,0.11,nM,=,9.96,CHEMBL2158866,Q96Q15,chemicalProbes,true,false
CHEMBL1200681,674632,CHEMBL3810886,1,LITERATURE,ACS Med Chem Lett,2.6985325E7,10.1021/acsmedchemlett.5b00482,179,Q9Y271,Cysteinyl leukotriene receptor 1,CHEMBL1798,Homo sapiens,310.0,nM,=,6.51,CHEMBL1200681,Q9Y271,chembl,false,true
CHEMBL1807053,1164734,CHEMBL1811342,1,LITERATURE,J Med Chem,2.1618986E7,10.1021/jm200365y,124,P34998,Corticotropin releasing factor receptor 1,CHEMBL1800,Homo sapiens,1.0,nM,=,9.0,CHEMBL1807053,P34998,chemicalProbes,false,false
CHEMBL273264,7289,CHEMBL764375,1,LITERATURE,Bioorg Med Chem Lett,,10.1016/0960-894X(96)00094-7,12,P00747,Plasminogen,CHEMBL1801,Homo sapiens,240.0,nM,=,6.62,CHEMBL273264,P00747,chembl,false,true
CHEMBL4530740,2401171,CHEMBL5210581,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5210307,190,P20701,Leukocyte adhesion glycoprotein LFA-1 alpha,CHEMBL1803,Homo sapiens,9.0,nM,=,8.05,CHEMBL4530740,P20701,chemicalProbes,true,false
CHEMBL3039520,1592338,CHEMBL4830552,1,LITERATURE,Eur J Med Chem,3.4419891E7,10.1016/j.ejmech.2021.113782,279,P30939,Serotonin 1f (5-HT1f) receptor,CHEMBL1805,Homo sapiens,87.84,nM,=,7.06,CHEMBL3039520,P30939,chembl,false,true
CHEMBL359744,462435,CHEMBL4624651,1,LITERATURE,Bioorg Med Chem Lett,3.2527548E7,10.1016/j.bmcl.2020.127246,63,P11388,DNA topoisomerase II alpha,CHEMBL1806,Homo sapiens,940.0,nM,=,6.03,CHEMBL359744,P11388,"intogen,chembl",false,true
CHEMBL1751,581814,CHEMBL3595969,1,LITERATURE,Bioorg Med Chem,2.6122772E7,10.1016/j.bmc.2015.06.028,29,P05023,Sodium/potassium-transporting ATPase alpha-1 chain,CHEMBL1807,Homo sapiens,290.0,nM,=,6.54,CHEMBL1751,P05023,"impc,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1560,444750,CHEMBL4144750,1,LITERATURE,J Nat Prod,2.9405714E7,10.1021/acs.jnatprod.7b00829,69,P12821,Angiotensin-converting enzyme,CHEMBL1808,Homo sapiens,25.0,nM,=,7.6,CHEMBL1560,P12821,"uniprot_literature,impc,eva,ot_genetics_portal,chembl",false,true
CHEMBL1472,400344,CHEMBL917828,1,LITERATURE,Bioorg Med Chem,1.7035026E7,10.1016/j.bmc.2006.09.045,260,P34981,Thyrotropin-releasing hormone receptor,CHEMBL1810,Homo sapiens,3.0,nM,=,8.52,CHEMBL1472,P34981,"impc,chembl",false,true
CHEMBL1237119,699470,CHEMBL5127969,1,LITERATURE,Eur J Med Chem,3.5124532E7,10.1016/j.ejmech.2022.114154,261,P34995,Prostanoid EP1 receptor,CHEMBL1811,Homo sapiens,285.0,nM,=,6.54,CHEMBL1237119,P34995,"impc,chembl",false,true
CHEMBL175247,293438,CHEMBL4385278,1,LITERATURE,ACS Med Chem Lett,3.0613337E7,10.1021/acsmedchemlett.8b00424,77,P16233,Pancreatic lipase,CHEMBL1812,Homo sapiens,6.0,nM,=,8.22,CHEMBL175247,P16233,"impc,chembl",false,true
CHEMBL866,68396,CHEMBL981157,1,LITERATURE,Bioorg Med Chem,1.8583139E7,10.1016/j.bmc.2008.06.003,84,P20839,Inosine-5'-monophosphate dehydrogenase 1,CHEMBL1822,Homo sapiens,40.0,nM,=,7.4,CHEMBL866,P20839,"impc,chembl",false,true
CHEMBL1230609,692959,CHEMBL1908501,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,188,P04626,Receptor protein-tyrosine kinase erbB-2,CHEMBL1824,Homo sapiens,580.0,nM,=,6.24,CHEMBL1230609,P04626,"impc,eva,intogen,ot_genetics_portal,chembl,uniprot_variants,eva_somatic,cancer_gene_census",false,true
CHEMBL2205002,1444622,CHEMBL3291701,1,LITERATURE,Eur J Med Chem,2.4974349E7,10.1016/j.ejmech.2014.06.037,185,P01375,TNF-alpha,CHEMBL1825,Homo sapiens,18.6,nM,=,7.73,CHEMBL2205002,P01375,chemicalProbes,false,false
CHEMBL4216635,2294786,CHEMBL4198913,1,LITERATURE,Eur J Med Chem,2.9549837E7,10.1016/j.ejmech.2018.03.005,3,O76074,Phosphodiesterase 5A,CHEMBL1827,Homo sapiens,1.0,nM,=,9.0,CHEMBL4216635,O76074,chemicalProbes,false,false
CHEMBL165,103658,CHEMBL4623297,1,LITERATURE,J Med Chem,3.2324396E7,10.1021/acs.jmedchem.9b02038,54,P09884,DNA polymerase alpha subunit,CHEMBL1828,Homo sapiens,3300.0,nM,=,5.48,CHEMBL165,P09884,chembl,false,true
CHEMBL408513,435188,CHEMBL1832522,1,LITERATURE,J Med Chem,2.163443E7,10.1021/jm2003552,11208,O15379,Histone deacetylase 3,CHEMBL1829,Homo sapiens,19.0,nM,=,7.72,CHEMBL408513,O15379,"impc,chembl",false,true
CHEMBL157101,255904,CHEMBL1909116,15,DRUGMATRIX,,,,248,P24557,Thromboxane-A synthase,CHEMBL1835,Homo sapiens,2165.0,nM,=,5.67,CHEMBL157101,P24557,impc,false,false
CHEMBL548,14125,CHEMBL933110,1,LITERATURE,Bioorg Med Chem Lett,1.8039575E7,10.1016/j.bmcl.2007.11.020,262,P35408,Prostanoid EP4 receptor,CHEMBL1836,Homo sapiens,3.0,nM,=,8.52,CHEMBL548,P35408,chembl,false,true
CHEMBL5095218,2739649,CHEMBL5130502,1,LITERATURE,J Med Chem,3.6005476E7,10.1021/acs.jmedchem.1c02141,40,P07202,Thyroid peroxidase,CHEMBL1839,Homo sapiens,890.0,nM,=,6.05,CHEMBL5095218,P07202,"impc,chembl",false,true
CHEMBL1171837,649637,CHEMBL4721783,1,LITERATURE,ACS Med Chem Lett,2.993798E7,10.1021/acsmedchemlett.8b00081,11755,P06241,Tyrosine-protein kinase FYN,CHEMBL1841,Homo sapiens,0.36,nM,=,9.44,CHEMBL1171837,P06241,"impc,chembl",false,true
CHEMBL1336,276734,CHEMBL1244774,1,LITERATURE,Blood,1.9654408E7,10.1182/blood-2009-05-222034,12840,P07333,Macrophage colony stimulating factor receptor,CHEMBL1844,Homo sapiens,28.0,nM,=,7.55,CHEMBL1336,P07333,"impc,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL21731,27713,CHEMBL1030599,1,LITERATURE,Bioorg Med Chem Lett,1.9091563E7,10.1016/j.bmcl.2008.09.012,220,P21918,Dopamine D5 receptor,CHEMBL1850,Homo sapiens,429.0,nM,=,6.37,CHEMBL21731,P21918,"impc,chembl",false,true
