chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,accession,pref_name,target_chembl_id,organism,standard_value,standard_units,standard_relation,pchembl_value,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget
CHEMBL1078274,617202,CHEMBL1107753,1,LITERATURE,Bioorg Med Chem Lett,1.9762238E7,10.1016/j.bmcl.2009.08.071,10938,O60674,Tyrosine-protein kinase JAK2,CHEMBL2971,Homo sapiens,3.0,nM,=,8.52,CHEMBL1078274,O60674,chemicalProbes,false,false
CHEMBL1082407,630886,CHEMBL4685677,1,LITERATURE,Eur J Med Chem,3.211436E7,10.1016/j.ejmech.2020.112156,10373,P07288,Prostate specific antigen,CHEMBL2099,Homo sapiens,130.0,nM,=,6.89,CHEMBL1082407,P07288,ot_genetics_portal,false,false
CHEMBL1082986,633749,CHEMBL1119657,1,LITERATURE,Bioorg Med Chem Lett,2.0483602E7,10.1016/j.bmcl.2010.04.139,11362,P42336,PI3-kinase p110-alpha subunit,CHEMBL4005,Homo sapiens,0.5,nM,=,9.3,CHEMBL1082986,P42336,chemicalProbes,false,false
CHEMBL1090479,622556,CHEMBL4266324,1,LITERATURE,Eur J Med Chem,2.8918096E7,10.1016/j.ejmech.2017.08.045,117711,Q9NQS7,Aurora-C/INCENP,CHEMBL4106141,Homo sapiens,1.5,nM,=,8.82,CHEMBL1090479,Q9NQS7,ot_genetics_portal,false,false
CHEMBL1091644,623658,CHEMBL5209908,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5209897,101211,P14616,Insulin receptor-related protein,CHEMBL5483,Homo sapiens,21.0,nM,=,7.68,CHEMBL1091644,P14616,chemicalProbes,true,false
CHEMBL1094636,624225,CHEMBL5152042,1,LITERATURE,J Med Chem,3.4570508E7,10.1021/acs.jmedchem.1c01012,102445,Q9UKK3,Poly [ADP-ribose] polymerase 4,CHEMBL6142,Homo sapiens,272.0,nM,=,6.57,CHEMBL1094636,Q9UKK3,intogen,false,false
CHEMBL109480,183934,CHEMBL4726129,1,LITERATURE,Bioorg Med Chem Lett,3.252746E7,10.1016/j.bmcl.2020.127281,104750,P07900,Heat shock protein HSP90,CHEMBL2095165,Homo sapiens,2170.0,nM,=,5.66,CHEMBL109480,P07900,"impc,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1097140,627096,CHEMBL1105797,1,LITERATURE,Bioorg Med Chem Lett,2.0382019E7,10.1016/j.bmcl.2010.03.031,11269,Q13133,LXR-alpha,CHEMBL2808,Homo sapiens,25.0,nM,=,7.6,CHEMBL1097140,Q13133,chemicalProbes,false,false
CHEMBL11,605,CHEMBL2154120,1,LITERATURE,J Med Chem,2.1599003E7,10.1021/jm2001629,104063,O15244,Solute carrier family 22 member 2,CHEMBL1743122,Homo sapiens,600.0,nM,=,6.22,CHEMBL11,O15244,ot_genetics_portal,false,false
CHEMBL11,605,CHEMBL3430581,1,LITERATURE,Cardiovasc Res,2.1300721E7,10.1093/cvr/cvr044,105639,Q99250,Sodium channel alpha subunit,CHEMBL2331043,Homo sapiens,3600.0,nM,=,5.44,CHEMBL11,Q99250,"impc,chembl",false,true
CHEMBL111,16088,CHEMBL3222511,1,LITERATURE,Medchemcomm,,10.1039/C3MD00394A,107601,Q14330,N-arachidonyl glycine receptor,CHEMBL2384898,Homo sapiens,10100.0,nM,=,5.0,CHEMBL111,Q14330,impc,false,false
CHEMBL1112,155006,CHEMBL3226683,1,LITERATURE,Medchemcomm,,10.1039/C2MD00311B,106,P28222,Serotonin 1b (5-HT1b) receptor,CHEMBL1898,Homo sapiens,1000.0,nM,=,6.0,CHEMBL1112,P28222,"impc,chembl",false,true
CHEMBL1115,157330,CHEMBL654416,1,LITERATURE,J Med Chem,2738887.0,10.1021/jm00127a020,10532,P06276,Butyrylcholinesterase,CHEMBL1914,Homo sapiens,3500.0,nM,=,5.46,CHEMBL1115,P06276,chembl,false,true
CHEMBL112,16450,CHEMBL2411426,1,LITERATURE,ACS Med Chem Lett,2.448273E7,10.1021/ml4000904,107627,P02144,Myoglobin,CHEMBL2406892,Homo sapiens,2300.0,nM,=,5.64,CHEMBL112,P02144,impc,false,false
CHEMBL1136,171587,CHEMBL1042375,1,LITERATURE,J Med Chem,1.9775168E7,10.1021/jm900729s,106175,P08684,Cytochrome P450 3A,CHEMBL2364675,Homo sapiens,2.4,nM,=,8.62,CHEMBL1136,P08684,chembl,false,true
CHEMBL1159,187515,CHEMBL1006149,1,LITERATURE,Bioorg Med Chem,1.9101153E7,10.1016/j.bmc.2008.11.055,2,O60706,Sulfonylurea receptor 2,CHEMBL1971,Homo sapiens,3540.0,nM,=,5.45,CHEMBL1159,O60706,"impc,eva,chembl",false,true
CHEMBL1160200,641739,CHEMBL812564,1,LITERATURE,J Med Chem,3091832.0,10.1021/jm00159a032,28,P04818,Thymidylate synthase,CHEMBL1952,Homo sapiens,10.0,nM,=,8.0,CHEMBL1160200,P04818,chemicalProbes,false,false
CHEMBL116438,190171,CHEMBL2415687,1,LITERATURE,Bioorg Med Chem Lett,2.3860593E7,10.1016/j.bmcl.2013.06.058,243,P15144,Aminopeptidase N,CHEMBL1907,Homo sapiens,10000.0,nM,=,5.0,CHEMBL116438,P15144,"impc,chembl",false,true
CHEMBL116438,190171,CHEMBL1040172,1,LITERATURE,Bioorg Med Chem,1.952058E7,10.1016/j.bmc.2009.05.042,104681,Q9UBN7,Histone deacetylase,CHEMBL2093865,Homo sapiens,539.0,nM,=,6.27,CHEMBL116438,Q9UBN7,chembl,false,true
CHEMBL116438,190171,CHEMBL3367182,1,LITERATURE,J Med Chem,2.4831826E7,10.1021/jm5004733,104930,P05412,Transcription factor AP1,CHEMBL2111421,Homo sapiens,6.9,nM,=,8.16,CHEMBL116438,P05412,"impc,intogen,eva_somatic,cancer_gene_census",false,false
CHEMBL116438,190171,CHEMBL982420,1,LITERATURE,Bioorg Med Chem,1.9128977E7,10.1016/j.bmc.2008.12.029,12592,P14780,Matrix metalloproteinase 9,CHEMBL321,Homo sapiens,8500.0,nM,=,5.07,CHEMBL116438,P14780,"impc,ot_genetics_portal,chembl",false,true
CHEMBL116438,190171,CHEMBL2405595,1,LITERATURE,Bioorg Med Chem Lett,2.3800686E7,10.1016/j.bmcl.2013.05.080,11489,P28845,11-beta-hydroxysteroid dehydrogenase 1,CHEMBL4235,Homo sapiens,4501.0,nM,=,5.35,CHEMBL116438,P28845,chembl,false,true
CHEMBL1171837,649637,CHEMBL4721782,1,LITERATURE,ACS Med Chem Lett,2.993798E7,10.1021/acsmedchemlett.8b00081,10919,P23458,Tyrosine-protein kinase JAK1,CHEMBL2835,Homo sapiens,32.2,nM,=,7.49,CHEMBL1171837,P23458,"impc,intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1172,191342,CHEMBL1909156,15,DRUGMATRIX,,,,127,P35367,Histamine H1 receptor,CHEMBL231,Homo sapiens,9.977,nM,=,8.0,CHEMBL1172,P35367,chembl,false,true
CHEMBL1173655,650126,CHEMBL1908710,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10140,P06239,Tyrosine-protein kinase LCK,CHEMBL258,Homo sapiens,570.0,nM,=,6.24,CHEMBL1173655,P06239,"impc,chembl,cancer_gene_census",false,true
CHEMBL1175,192908,CHEMBL4418848,38,PATENT,,,,117992,P34897,"Serine hydroxymethyltransferase, mitochondrial",CHEMBL4295747,Homo sapiens,6918.31,nM,=,5.16,CHEMBL1175,P34897,ot_genetics_portal,false,false
CHEMBL1189679,663629,CHEMBL3094576,1,LITERATURE,Bioorg Med Chem,2.4128813E7,10.1016/j.bmc.2013.09.028,105029,P46098,Serotonin 3 (5-HT3) receptor,CHEMBL2111332,Homo sapiens,0.18,nM,=,9.74,CHEMBL1189679,P46098,"impc,ot_genetics_portal,chembl",false,true
CHEMBL12,721,CHEMBL4403718,1,LITERATURE,J Med Chem,3.1738537E7,10.1021/acs.jmedchem.9b01312,74,P14867,GABA receptor alpha-1 subunit,CHEMBL1962,Homo sapiens,16.0,nM,=,7.8,CHEMBL12,P14867,"uniprot_literature,impc,eva,orphanet,gene2phenotype,clingen,chembl,uniprot_variants",false,true
CHEMBL12,721,CHEMBL677847,1,LITERATURE,Bioorg Med Chem Lett,1.0890169E7,10.1016/s0960-894x(00)00245-6,104757,P14867,GABA-A receptor; alpha-1/beta-2/gamma-2,CHEMBL2095172,Homo sapiens,12.0,nM,=,7.92,CHEMBL12,P14867,"uniprot_literature,impc,eva,orphanet,gene2phenotype,clingen,chembl,uniprot_variants",false,true
CHEMBL12,721,CHEMBL861815,1,LITERATURE,J Med Chem,1.6610795E7,10.1021/jm058057p,105087,P14867,GABA A receptor alpha-1/beta-1/gamma-2,CHEMBL2111392,Homo sapiens,12.0,nM,=,7.92,CHEMBL12,P14867,"uniprot_literature,impc,eva,orphanet,gene2phenotype,clingen,chembl,uniprot_variants",false,true
CHEMBL12,721,CHEMBL4403717,1,LITERATURE,J Med Chem,3.1738537E7,10.1021/acs.jmedchem.9b01312,12770,P47869,GABA receptor alpha-2 subunit,CHEMBL4956,Homo sapiens,17.0,nM,=,7.77,CHEMBL12,P47869,"eva,orphanet,ot_genetics_portal,chembl",false,true
CHEMBL1200606,674557,CHEMBL3636866,1,LITERATURE,Bioorg Med Chem Lett,2.6358159E7,10.1016/j.bmcl.2015.09.005,11480,Q14524,Sodium channel protein type V alpha subunit,CHEMBL1980,Homo sapiens,7800.0,nM,=,5.11,CHEMBL1200606,Q14524,"impc,chembl",false,true
CHEMBL1201185,675136,CHEMBL857866,1,LITERATURE,J Med Chem,1.2773038E7,10.1021/jm021093t,11265,P35346,Somatostatin receptor 5,CHEMBL1792,Homo sapiens,3.981,nM,=,8.4,CHEMBL1201185,P35346,"impc,chembl",false,true
CHEMBL1201729,675680,CHEMBL3271550,1,LITERATURE,Eur J Med Chem,2.4824064E7,10.1016/j.ejmech.2014.03.075,10198,P22460,Voltage-gated potassium channel subunit Kv1.5,CHEMBL4306,Homo sapiens,2370.0,nM,=,5.62,CHEMBL1201729,P22460,"eva,orphanet,chembl",false,true
CHEMBL1201753,675704,CHEMBL5141085,1,LITERATURE,J Med Chem,3.5797147E7,10.1021/acs.jmedchem.2c00585,101254,P43354,Nuclear receptor subfamily 4 group A member 2,CHEMBL5002,Homo sapiens,120.0,nM,=,6.92,CHEMBL1201753,P43354,impc,false,false
CHEMBL1209017,682816,CHEMBL1212570,1,LITERATURE,Bioorg Med Chem Lett,2.0594842E7,10.1016/j.bmcl.2010.06.009,10907,P53350,Serine/threonine-protein kinase PLK1,CHEMBL3024,Homo sapiens,2.0,nM,=,8.7,CHEMBL1209017,P53350,chemicalProbes,false,false
CHEMBL1213492,685336,CHEMBL3598913,1,LITERATURE,Bioorg Med Chem,2.563712E7,10.1016/j.bmc.2014.12.066,11206,Q92769,Histone deacetylase 2,CHEMBL1937,Homo sapiens,3.0,nM,=,8.52,CHEMBL1213492,Q92769,chembl,false,true
CHEMBL12208,10550,CHEMBL1068436,1,LITERATURE,Bioorg Med Chem Lett,1.9954971E7,10.1016/j.bmcl.2009.10.111,11488,P37058,Estradiol 17-beta-dehydrogenase 3,CHEMBL4234,Homo sapiens,1000.0,nM,=,6.0,CHEMBL12208,P37058,impc,false,false
CHEMBL1229211,691562,CHEMBL4616034,1,LITERATURE,ACS Med Chem Lett,3.2435401E7,10.1021/acsmedchemlett.9b00661,117512,Q5BJF2,Sigma intracellular receptor 2,CHEMBL4105907,Homo sapiens,18.0,nM,=,7.75,CHEMBL1229211,Q5BJF2,ot_genetics_portal,false,false
CHEMBL1229516,691866,CHEMBL3773922,1,LITERATURE,Eur J Med Chem,2.687166E7,10.1016/j.ejmech.2016.01.053,100155,O14672,ADAM10,CHEMBL5028,Homo sapiens,5000.0,nM,=,5.3,CHEMBL1229516,O14672,chemicalProbes,false,false
CHEMBL1229517,691867,CHEMBL4331499,1,LITERATURE,Eur J Med Chem,3.0529543E7,10.1016/j.ejmech.2018.11.033,10904,P04049,Serine/threonine-protein kinase RAF,CHEMBL1906,Homo sapiens,135.0,nM,=,6.87,CHEMBL1229517,P04049,"intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1229517,691867,CHEMBL3877219,1,LITERATURE,Nat Rev Drug Discov,2.8280261E7,10.1038/nrd.2016.266,116956,P22830,"Ferrochelatase, mitochondrial",CHEMBL3879831,Homo sapiens,5011.87,nM,=,5.3,CHEMBL1229517,P22830,impc,false,false
CHEMBL1229517,691867,CHEMBL4012783,1,LITERATURE,J Med Chem,2.8557458E7,10.1021/acs.jmedchem.6b01862,117759,P04049,BRAF/CRAF,CHEMBL4106189,Homo sapiens,601.0,nM,=,6.22,CHEMBL1229517,P04049,"intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1230609,692959,CHEMBL1908722,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,103435,P20794,Serine/threonine-protein kinase MAK,CHEMBL1163106,Homo sapiens,1800.0,nM,=,5.75,CHEMBL1230609,P20794,ot_genetics_portal,false,false
CHEMBL1230609,692959,CHEMBL1908831,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,104126,Q8TBX8,Phosphatidylinositol-5-phosphate 4-kinase type-2 gamma,CHEMBL1770034,Homo sapiens,28.0,nM,=,7.55,CHEMBL1230609,Q8TBX8,impc,false,false
CHEMBL1230609,692959,CHEMBL3381417,1,LITERATURE,Bioorg Med Chem,2.5438768E7,10.1016/j.bmc.2014.09.037,11451,P08581,Hepatocyte growth factor receptor,CHEMBL3717,Homo sapiens,1.76,nM,=,8.75,CHEMBL1230609,P08581,"uniprot_literature,impc,eva,orphanet,intogen,gene2phenotype,clingen,chembl,uniprot_variants,eva_somatic,cancer_gene_census",false,true
CHEMBL1230609,692959,CHEMBL1908792,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101504,Q9H0K1,Serine/threonine-protein kinase SIK2,CHEMBL5699,Homo sapiens,640.0,nM,=,6.19,CHEMBL1230609,Q9H0K1,impc,false,false
CHEMBL1230609,692959,CHEMBL1908405,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101338,P21127,PITSLRE serine/threonine-protein kinase CDC2L1,CHEMBL5808,Homo sapiens,640.0,nM,=,6.19,CHEMBL1230609,P21127,chembl,false,true
CHEMBL1230640,692990,CHEMBL5216099,1,LITERATURE,J Med Chem,3.4762429E7,10.1021/acs.jmedchem.1c01204,104601,O15550,Lysine-specific demethylase 6A,CHEMBL2069164,Homo sapiens,200.0,nM,=,6.7,CHEMBL1230640,O15550,chemicalProbes,true,false
CHEMBL1230640,692990,CHEMBL5216098,1,LITERATURE,J Med Chem,3.4762429E7,10.1021/acs.jmedchem.1c01204,101373,O75164,Lysine-specific demethylase 4A,CHEMBL5896,Homo sapiens,200.0,nM,=,6.7,CHEMBL1230640,O75164,chemicalProbes,true,false
CHEMBL1231160,693510,CHEMBL4222565,1,LITERATURE,J Med Chem,2.9547696E7,10.1021/acs.jmedchem.7b01277,104508,Q8TBC4,NEDD8-activating enzyme E1 catalytic subunit,CHEMBL2016430,Homo sapiens,5.0,nM,=,8.3,CHEMBL1231160,Q8TBC4,"chemicalProbes,chembl",true,true
CHEMBL1236962,699312,CHEMBL4820291,1,LITERATURE,Eur J Med Chem,3.3360802E7,10.1016/j.ejmech.2020.113109,104943,O00329,PI3-kinase p110-delta/p85-alpha,CHEMBL2111432,Homo sapiens,0.07,nM,=,10.15,CHEMBL1236962,O00329,"impc,ot_genetics_portal,chembl",false,true
CHEMBL1236962,699312,CHEMBL4667356,1,LITERATURE,Bioorg Med Chem,3.1097403E7,10.1016/j.bmc.2019.04.024,11177,O00329,PI3-kinase p110-delta subunit,CHEMBL3130,Homo sapiens,0.7,nM,=,9.15,CHEMBL1236962,O00329,"impc,ot_genetics_portal,chembl",false,true
CHEMBL124660,205165,CHEMBL1062783,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,12627,P16234,Platelet-derived growth factor receptor alpha,CHEMBL2007,Homo sapiens,2.4,nM,=,8.62,CHEMBL124660,P16234,"intogen,chembl,cancer_gene_census",false,true
CHEMBL1258517,707528,CHEMBL1259904,1,LITERATURE,Bioorg Med Chem Lett,2.0797855E7,10.1016/j.bmcl.2010.07.104,11939,P48736,PI3-kinase p110-gamma subunit,CHEMBL3267,Homo sapiens,74.0,nM,=,7.13,CHEMBL1258517,P48736,"impc,chembl,eva_somatic",false,true
CHEMBL12610,9913,CHEMBL811117,1,LITERATURE,Bioorg Med Chem Lett,1.1327597E7,10.1016/s0960-894x(01)00141-x,105048,Q02153,Soluble guanylate cyclase,CHEMBL2111348,Homo sapiens,1020.0,nM,=,5.99,CHEMBL12610,Q02153,chembl,false,true
CHEMBL1265,244450,CHEMBL4195063,1,LITERATURE,Bioorg Med Chem Lett,2.9706423E7,10.1016/j.bmcl.2018.04.036,240,P13631,Retinoic acid receptor gamma,CHEMBL2003,Homo sapiens,3.1,nM,=,8.51,CHEMBL1265,P13631,chembl,false,true
CHEMBL1272307,711568,CHEMBL1833036,1,LITERATURE,Bioorg Med Chem Lett,2.1831639E7,10.1016/j.bmcl.2011.06.086,12968,O43614,Orexin receptor 2,CHEMBL4792,Homo sapiens,1.288,nM,=,8.89,CHEMBL1272307,O43614,"impc,chembl",false,true
CHEMBL1276127,712090,CHEMBL4192744,1,LITERATURE,J Nat Prod,2.8722414E7,10.1021/acs.jnatprod.7b00390,109746,Q9NYV4,Cyclin-dependent kinase,CHEMBL3559691,Homo sapiens,2200.0,nM,=,5.66,CHEMBL1276127,Q9NYV4,ot_genetics_portal,false,false
CHEMBL1277001,712973,CHEMBL1285620,1,LITERATURE,J Med Chem,2.0839777E7,10.1021/jm1000419,12615,P48058,"Glutamate receptor ionotropic, AMPA 4",CHEMBL3190,Homo sapiens,150.0,nM,=,6.82,CHEMBL1277001,P48058,chembl,false,true
CHEMBL1287853,714243,CHEMBL1908417,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,103106,Q8NE63,Homeodomain-interacting protein kinase 4,CHEMBL1075167,Homo sapiens,220.0,nM,=,6.66,CHEMBL1287853,Q8NE63,impc,false,false
CHEMBL1287853,714243,CHEMBL1908509,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,103458,Q52WX2,Serine/threonine-protein kinase SBK1,CHEMBL1163129,Homo sapiens,790.0,nM,=,6.1,CHEMBL1287853,Q52WX2,ot_genetics_portal,false,false
CHEMBL1287853,714243,CHEMBL1908604,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10906,P43405,Tyrosine-protein kinase SYK,CHEMBL2599,Homo sapiens,2700.0,nM,=,5.57,CHEMBL1287853,P43405,"impc,chembl,cancer_gene_census",false,true
CHEMBL1287853,714243,CHEMBL1908539,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30016,P51813,Tyrosine-protein kinase BMX,CHEMBL3834,Homo sapiens,1200.0,nM,=,5.92,CHEMBL1287853,P51813,chembl,false,true
CHEMBL1287853,714243,CHEMBL1908451,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100836,Q8TDX7,Serine/threonine-protein kinase NEK7,CHEMBL4849,Homo sapiens,160.0,nM,=,6.8,CHEMBL1287853,Q8TDX7,impc,false,false
CHEMBL1287853,714243,CHEMBL1908429,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100995,Q14289,Protein tyrosine kinase 2 beta,CHEMBL5469,Homo sapiens,220.0,nM,=,6.66,CHEMBL1287853,Q14289,"ot_genetics_portal,chembl",false,true
CHEMBL1287853,714243,CHEMBL1908765,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101359,Q96PY6,Serine/threonine-protein kinase Nek1,CHEMBL5855,Homo sapiens,3400.0,nM,=,5.47,CHEMBL1287853,Q96PY6,"uniprot_literature,eva,gene2phenotype,uniprot_variants",false,false
CHEMBL1287853,714243,CHEMBL1908516,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101598,Q04771,Activin receptor type-1,CHEMBL5903,Homo sapiens,150.0,nM,=,6.82,CHEMBL1287853,Q04771,"impc,intogen,eva_somatic,cancer_gene_census",false,false
CHEMBL1289601,716009,CHEMBL3428925,1,LITERATURE,J Med Chem,2.5625428E7,10.1021/jm501464c,109634,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret /Nuclear receptor coactivator 4 fusion protein,CHEMBL3430877,Homo sapiens,10.0,nM,=,8.0,CHEMBL1289601,P07949,"uniprot_literature,impc,eva,orphanet,intogen,gene2phenotype,clingen,chembl,eva_somatic,uniprot_variants,cancer_gene_census",false,true
CHEMBL1289926,716337,CHEMBL1908435,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12959,Q32MK0,Myosin light chain kinase,CHEMBL4627,Homo sapiens,1700.0,nM,=,5.77,CHEMBL1289926,Q32MK0,impc,false,false
CHEMBL1289926,716337,CHEMBL1908627,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100951,Q13470,Non-receptor tyrosine-protein kinase TNK1,CHEMBL5334,Homo sapiens,160.0,nM,=,6.8,CHEMBL1289926,Q13470,impc,false,false
CHEMBL1289926,716337,CHEMBL1908522,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101204,O00238,Bone morphogenetic protein receptor type-1B,CHEMBL5476,Homo sapiens,2900.0,nM,=,5.54,CHEMBL1289926,O00238,"impc,ot_genetics_portal",false,false
CHEMBL1289926,716337,CHEMBL1908453,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101464,O95819,Mitogen-activated protein kinase kinase kinase kinase 4,CHEMBL6166,Homo sapiens,350.0,nM,=,6.46,CHEMBL1289926,O95819,eva,false,false
CHEMBL1303,258371,CHEMBL671417,1,LITERATURE,J Med Chem,1.2086487E7,10.1021/jm001015a,72,P14416,Dopamine D2 receptor,CHEMBL217,Homo sapiens,0.06,nM,=,10.22,CHEMBL1303,P14416,"impc,chembl",false,true
CHEMBL1316334,740218,CHEMBL1781181,1,LITERATURE,Bioorg Med Chem Lett,2.1570287E7,10.1016/j.bmcl.2011.04.097,10809,O95977,Sphingosine 1-phosphate receptor Edg-6,CHEMBL3230,Homo sapiens,89.0,nM,=,7.05,CHEMBL1316334,O95977,chemicalProbes,true,false
CHEMBL1323,267163,CHEMBL4403306,1,LITERATURE,J Med Chem,3.1505928E7,10.1021/acs.jmedchem.9b00779,11398,P08183,P-glycoprotein 1,CHEMBL4302,Homo sapiens,6600.0,nM,=,5.18,CHEMBL1323,P08183,impc,false,false
CHEMBL1336,276734,CHEMBL1908796,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,103140,Q9UL54,Serine/threonine-protein kinase TAO2,CHEMBL1075195,Homo sapiens,540.0,nM,=,6.27,CHEMBL1336,Q9UL54,eva_somatic,false,false
